Collection Time,Synchronized to Cloud,Collected By,Longitude,Latitude,Confidence,Status
2026-07-01T01:26:13Z,2026-07-01T04:07:08.764Z,1e00000992,141.4616874,43.072261,19,0
2026-07-01T01:31:20Z,2026-07-01T04:07:08.764Z,1e00000992,141.4614088,43.0722538,153,0
2026-07-01T01:41:17Z,2026-07-01T04:07:08.764Z,1e00000992,141.4615488,43.0716092,37,0
2026-07-01T01:41:20Z,2026-07-01T04:07:08.764Z,1e00000992,141.4615396,43.071619,38,0
2026-07-01T01:55:18Z,2026-07-01T04:07:08.764Z,1e00000992,141.4615751,43.0723906,110,0
2026-07-01T02:57:13Z,2026-07-01T04:07:08.764Z,1e00000992,141.4628198,43.0704692,239,0
2026-07-01T03:13:38Z,2026-07-01T04:07:08.764Z,1e00000992,141.4614257,43.0708236,112,0
2026-07-01T03:47:14Z,2026-07-01T04:07:08.764Z,1e00000992,141.4615714,43.0715394,78,0
2026-07-01T07:27:39Z,2026-07-01T07:57:05.41Z,1e00000992,141.4615248,43.0717575,175,0
2026-07-01T07:28:36Z,2026-07-01T07:57:05.41Z,1e00000992,141.4609255,43.0688146,83,0
2026-07-01T07:29:01Z,2026-07-01T07:57:05.41Z,1e00000992,141.4607451,43.0691057,53,0
2026-07-01T07:29:57Z,2026-07-01T07:57:05.41Z,1e00000992,141.4605466,43.068509,42,0
2026-07-01T07:34:20Z,2026-07-01T07:57:05.41Z,1e00000992,141.460781,43.0691142,82,0
2026-07-01T07:35:20Z,2026-07-01T07:57:05.41Z,1e00000992,141.4607403,43.0691464,121,0
2026-07-01T07:36:13Z,2026-07-01T07:57:05.41Z,1e00000992,141.460908,43.0686793,82,0
2026-07-01T07:42:53Z,2026-07-01T07:57:05.41Z,1e00000992,141.4605466,43.068509,40,0
2026-07-01T10:46:54Z,2026-07-01T11:39:05.62Z,1e00000992,141.4116831,43.0765674,52,0
2026-07-01T10:47:57Z,2026-07-01T11:39:05.62Z,1e00000992,141.4117353,43.0765432,44,0
2026-07-01T10:49:37Z,2026-07-01T11:39:05.62Z,1e00000992,141.4116045,43.0763879,84,0
2026-07-01T10:55:14Z,2026-07-01T11:39:05.62Z,1e00000992,141.4112471,43.0775628,51,0
2026-07-01T10:55:18Z,2026-07-01T11:39:05.62Z,1e00000992,141.4114658,43.0769979,23,0
2026-07-01T11:02:59Z,2026-07-01T11:39:05.62Z,1e00000992,141.4113864,43.0770546,56,0
