Collection Time,Synchronized to Cloud,Collected By,Longitude,Latitude,Confidence,Status
2026-08-04T08:54:29Z,2026-08-04T20:02:05.799Z,1e00000984,140.867177,38.654645,65,0
2026-08-04T08:54:31Z,2026-08-04T20:02:05.799Z,1e00000984,140.867177,38.654645,65,0
2026-08-05T09:22:34Z,2026-08-05T09:54:08.846Z,1e00000984,140.8688507,38.651034,195,0
2026-08-05T09:58:33Z,2026-08-05T11:02:06.539Z,1e00000984,140.8696379,38.6510244,42,0
2026-08-06T05:42:36Z,2026-08-06T07:08:06.378Z,1e00000984,140.8973142,38.6583469,161,0
2026-08-06T09:08:39Z,2026-08-06T10:06:05.704Z,1e00000984,140.8686895,38.6510552,187,0
2026-08-06T09:14:37Z,2026-08-06T10:06:05.704Z,1e00000984,140.8687174,38.6510365,238,0
2026-08-06T10:26:36Z,2026-08-06T11:09:05.629Z,1e00000984,140.8686905,38.6510551,215,0
2026-08-06T10:26:39Z,2026-08-06T11:09:05.629Z,1e00000984,140.8686895,38.6510552,102,0
2026-08-06T10:34:36Z,2026-08-06T11:09:05.629Z,1e00000984,140.8686895,38.6510552,221,0
2026-08-06T14:02:36Z,2026-08-06T14:21:05.765Z,1e00000984,140.8686818,38.6510352,48,0
2026-08-06T14:08:35Z,2026-08-06T15:27:05.563Z,1e00000984,140.8686818,38.6510352,43,0
2026-08-06T14:28:34Z,2026-08-06T15:27:05.563Z,1e00000984,140.8686818,38.6510352,54,0
2026-08-06T20:18:41Z,2026-08-06T22:40:05.123Z,1e00000984,140.8699364,38.6631835,70,0
2026-08-06T22:14:39Z,2026-08-06T23:49:05.736Z,1e00000984,140.9062522,38.6686461,182,0
2026-08-06T22:32:41Z,2026-08-06T23:49:05.736Z,1e00000984,140.9062446,38.6686423,172,0
2026-08-06T22:34:38Z,2026-08-06T23:49:05.736Z,1e00000984,140.9061529,38.6686491,82,0
2026-08-07T09:32:40Z,2026-08-07T10:32:05.279Z,1e00000984,140.8686618,38.6508776,102,0
2026-08-10T10:27:10Z,2026-08-10T11:33:06.706Z,1e00000984,140.8698385,38.6498518,73,0
2026-08-10T11:29:08Z,2026-08-10T11:33:06.706Z,1e00000984,140.8698384,38.6498521,62,0
2026-08-10T11:29:11Z,2026-08-10T11:33:06.706Z,1e00000984,140.8698384,38.6498521,62,0
2026-08-10T11:31:11Z,2026-08-10T11:33:06.706Z,1e00000984,140.8698383,38.6498521,63,0
