Collection Time,Synchronized to Cloud,Collected By,Longitude,Latitude,Confidence,Status
2026-09-01T01:36:20Z,2026-09-01T06:45:04.924Z,1e00000990,141.6192667,42.6486071,102,0
2026-09-01T01:37:18Z,2026-09-01T06:45:04.924Z,1e00000990,141.6193847,42.6483771,102,0
2026-09-01T06:42:22Z,2026-09-01T06:45:04.924Z,1e00000990,141.6206029,42.6475149,157,0
2026-09-01T06:52:20Z,2026-09-05T00:38:04.758Z,1e00000990,141.6191941,42.6484891,102,0
2026-09-01T06:52:22Z,2026-09-05T01:46:06.218Z,1e00000990,141.6191037,42.6485496,82,0
2026-09-01T07:09:20Z,2026-09-06T02:51:06.084Z,1e00000990,141.6185803,42.6482118,19,0
2026-09-01T07:22:19Z,2026-09-06T03:51:05.37Z,1e00000990,141.619363,42.648465,102,0
2026-09-01T07:23:19Z,2026-09-06T03:51:05.37Z,1e00000990,141.619363,42.648465,102,0
2026-09-01T07:31:27Z,2026-09-07T23:05:05.392Z,1e00000990,141.6201793,42.6487319,70,0
2026-09-01T07:32:22Z,2026-09-07T23:05:05.392Z,1e00000990,141.619339,42.6484376,102,0
2026-09-01T07:34:21Z,2026-09-07T23:05:05.392Z,1e00000990,141.6192323,42.6486217,102,0
2026-09-05T00:28:30Z,2026-09-07T23:05:05.392Z,1e00000990,141.6192106,42.6485229,54,0
2026-09-05T02:26:43Z,2026-09-08T04:17:05.424Z,1e00000990,141.6189071,42.6466611,36,0
2026-09-06T02:53:55Z,2026-09-08T05:21:06.046Z,1e00000990,141.6202697,42.6472882,34,0
2026-09-06T02:53:57Z,2026-09-08T13:29:06.546Z,1e00000990,141.6199944,42.6471894,35,0
2026-09-06T02:54:54Z,2026-09-09T00:14:05.668Z,1e00000990,141.620007,42.6472171,20,0
2026-09-07T23:24:10Z,2026-09-09T00:14:05.668Z,1e00000990,141.6187585,42.6484619,33,0
2026-09-07T23:36:08Z,2026-09-09T00:14:05.668Z,1e00000990,141.6198967,42.648364,100,0
2026-09-07T23:41:10Z,2026-09-09T00:14:05.668Z,1e00000990,141.6191694,42.6485748,98,0
