UUID,Transmitting time,Collecting time,Longitude,Latitude,Altitude,Altitude (Ellipsoid),Speed,North Speed,East Speed,Down Speed,Course,Satellite used,Positioning mode,HorAccuracy,VerAccuracy,GPS time consumption,Data Source,HDOP,VDOP
2c000014a2,2026-06-07T00:33:32.301Z,2026-06-03T01:32:08Z,141.331072,42.987952,108.1,139.3,0.5,0,0,0,316.7,6,2,-99999.9,-99999.9,4,[2],1.49,2.14
2c000014a2,2026-06-07T00:33:32.304Z,2026-06-03T01:34:05Z,141.3290752,42.9872256,97.9,129.1,16.4,0,0,0,229.8,6,2,-99999.9,-99999.9,2,[2],1.29,1.87
2c000014a2,2026-06-07T00:33:32.306Z,2026-06-03T01:35:07Z,141.328384,42.9862176,121.3,152.5,0.3,0,0,0,0,6,2,-99999.9,-99999.9,3,[4],1.54,1.74
2c000014a2,2026-06-07T00:33:32.307Z,2026-06-03T01:36:07Z,141.328512,42.9862976,141.8,173,0.1,0,0,0,0,6,2,-99999.9,-99999.9,2,"[2,4]",1.41,1.84
2c000014a2,2026-06-07T00:33:32.309Z,2026-06-03T01:37:06Z,141.3283328,42.9863328,155.3,186.5,0.5,0,0,0,0,5,2,-99999.9,-99999.9,2,[4],1.57,2.32
2c000014a2,2026-06-07T00:33:32.311Z,2026-06-03T01:38:06Z,141.3286016,42.9863968,145.5,176.7,0,0,0,0,0,5,2,-99999.9,-99999.9,2,[2],1.69,2.95
2c000014a2,2026-06-07T00:33:32.315Z,2026-06-03T01:40:06Z,141.3283968,42.9864928,132.9,164.1,0.3,0,0,0,0,5,2,-99999.9,-99999.9,2,[2],1.94,2.31
2c000014a2,2026-06-07T00:33:32.318Z,2026-06-03T01:42:07Z,141.328512,42.9863328,140.4,171.6,0.3,0,0,0,0,6,2,-99999.9,-99999.9,3,[2],1.4,2.25
2c000014a2,2026-06-07T00:33:32.32Z,2026-06-03T01:44:06Z,141.3283968,42.9864192,127.3,158.5,0.4,0,0,0,0,5,2,-99999.9,-99999.9,2,[2],1.63,2.23
2c000014a2,2026-06-07T00:33:32.322Z,2026-06-03T01:50:06Z,141.3284096,42.9863552,101.7,132.9,0.9,0,0,0,170.1,5,2,-99999.9,-99999.9,2,[2],2.38,3.78
2c000014a2,2026-06-07T00:33:32.324Z,2026-06-03T01:54:07Z,141.3285632,42.9863616,145.9,177.1,0.2,0,0,0,0,5,2,-99999.9,-99999.9,3,[2],1.73,2.11
2c000014a2,2026-06-07T00:33:32.326Z,2026-06-03T01:56:08Z,141.3285376,42.986416,141.1,172.3,0.1,0,0,0,0,6,2,-99999.9,-99999.9,4,[2],1.45,2.05
2c000014a2,2026-06-07T00:33:32.328Z,2026-06-03T01:58:07Z,141.3284864,42.986336,110.5,141.7,0.2,0,0,0,0,6,2,-99999.9,-99999.9,3,[2],1.59,2.04
2c000014a2,2026-06-07T00:33:32.363Z,2026-06-03T02:00:06Z,141.3281408,42.986176,73.9,105.1,0.2,0,0,0,0,5,2,-99999.9,-99999.9,2,[2],2.8,4.65
2c000014a2,2026-06-07T00:33:32.369Z,2026-06-03T02:02:05.5Z,141.3312128,42.9878336,145.7,176.9,0.5,0,0,0,0,6,2,-99999.9,-99999.9,2,[2],1.62,2
