UUID,Transmitting time,Collecting time,Longitude,Latitude,Altitude,Altitude (Ellipsoid),Speed,North Speed,East Speed,Down Speed,Course,Satellite used,Positioning mode,HorAccuracy,VerAccuracy,GPS time consumption,Data Source,HDOP,VDOP
2c000014a1,2026-06-07T00:33:31.437Z,2026-06-01T00:01:02Z,141.3311488,42.9882048,119.6,150.8,0,0,0,0,0,5,2,-99999.9,-99999.9,62,[1],1.74,3.27
2c000014a1,2026-06-07T00:33:31.808Z,2026-06-01T06:01:00Z,141.3297408,42.986752,117.1,148.3,0,0,0,0,0,9,2,-99999.9,-99999.9,61,[1],0.89,1.4
2c000014a1,2026-06-07T00:33:31.81Z,2026-06-01T12:00:39Z,141.33312,42.989616,81.5,112.7,0,0,0,0,0,7,2,-99999.9,-99999.9,38,[1],1.69,2.21
2c000014a1,2026-06-07T00:33:31.812Z,2026-06-01T18:00:31.01Z,141.33312,42.9894336,133.2,164.4,0,0,0,0,0,6,2,-99999.9,-99999.9,31,[1],1.89,2.76
2c000014a1,2026-06-07T00:33:31.814Z,2026-06-02T00:00:31Z,141.3341312,42.9847744,102,133.2,0,0,0,0,0,5,2,-99999.9,-99999.9,30,[1],1.97,3.24
2c000014a1,2026-06-07T00:33:31.815Z,2026-06-02T06:00:49Z,141.3310208,42.9880096,102.6,133.8,0,0,0,0,0,7,2,-99999.9,-99999.9,51,[1],1.19,2.43
2c000014a1,2026-06-07T00:33:31.817Z,2026-06-02T12:00:32Z,141.3330944,42.989456,102.3,133.5,0,0,0,0,0,4,2,-99999.9,-99999.9,29,[1],1.39,2.2
2c000014a1,2026-06-07T00:33:31.819Z,2026-06-02T18:00:39Z,141.3330816,42.9894304,108.2,139.4,0,0,0,0,0,8,2,-99999.9,-99999.9,39,[1],1.05,1.68
2c000014a1,2026-06-07T00:33:31.82Z,2026-06-03T00:02:33Z,200,200,-99999.99,-99999.99,-99999.9,0,0,0,-99999.9,-99999,-99999,-99999.9,-99999.9,150,[1],-99999.99,-99999.99
2c000014a1,2026-06-07T00:33:31.821Z,2026-06-03T06:01:09Z,141.3353984,42.9883904,103,134.2,0,0,0,0,0,8,2,-99999.9,-99999.9,71,[1],2.95,4.91
2c000014a1,2026-06-07T00:33:31.822Z,2026-06-03T08:01:33Z,141.3349888,42.9901312,120.6,151.8,0.1,0,0,0,0,4,2,-99999.9,-99999.9,90,[1],3.6,5.15
2c000014a1,2026-06-07T00:33:31.825Z,2026-06-03T08:31:11Z,141.3336064,42.9827232,111.5,142.7,0.2,0,0,0,0,4,2,-99999.9,-99999.9,68,[1],2.48,1.98
2c000014a1,2026-06-07T00:33:31.827Z,2026-06-03T12:00:30.02Z,141.333248,42.9896416,88.7,119.9,0,0,0,0,0,5,2,-99999.9,-99999.9,29,[1],1.7,2.37
2c000014a1,2026-06-07T00:33:31.859Z,2026-06-03T18:00:31Z,141.3330048,42.9894976,119.3,150.5,0,0,0,0,0,6,2,-99999.9,-99999.9,31,[1],1.15,1.61
2c000014a1,2026-06-07T00:33:31.861Z,2026-06-04T00:01:08.51Z,141.3309184,42.9877952,92,123.2,0,0,0,0,0,5,2,-99999.9,-99999.9,69,[1],1.41,2.78
2c000014a1,2026-06-07T00:33:31.863Z,2026-06-04T04:12:31Z,141.3353088,42.988464,114.4,145.6,0,0,0,0,0,7,2,-99999.9,-99999.9,149,[1],2.23,3.5
2c000014a1,2026-06-07T00:33:31.864Z,2026-06-04T06:00:31Z,141.3354752,42.9889824,97.3,128.5,17.2,0,0,0,239.8,4,2,-99999.9,-99999.9,29,[1],1.55,2.62
2c000014a1,2026-06-07T00:33:31.866Z,2026-06-04T06:01:06Z,141.3313024,42.9880096,125,156.2,0,0,0,0,0,4,2,-99999.9,-99999.9,3,[4],1.55,2.61
2c000014a1,2026-06-07T00:33:31.868Z,2026-06-04T07:51:31Z,141.3347072,42.9899136,92.6,123.8,8,0,0,0,128.1,6,2,-99999.9,-99999.9,90,[1],1.2,2.35
2c000014a1,2026-06-07T00:33:31.87Z,2026-06-04T07:52:55Z,141.3309312,42.9880256,99.3,130.5,0,0,0,0,0,6,2,-99999.9,-99999.9,53,[4],1.89,2.51
2c000014a1,2026-06-07T00:33:31.872Z,2026-06-04T12:00:31Z,141.332096,42.9893184,126.6,157.8,0,0,0,0,0,5,2,-99999.9,-99999.9,30,[1],1.54,2.61
2c000014a1,2026-06-07T00:33:31.873Z,2026-06-04T18:00:31Z,141.3321088,42.989328,97.6,128.8,0,0,0,0,0,5,2,-99999.9,-99999.9,33,[1],2.85,4.22
2c000014a1,2026-06-07T00:33:31.875Z,2026-06-05T00:01:08.5Z,141.3356928,42.9913344,87.7,118.9,0.1,0,0,0,0,7,2,-99999.9,-99999.9,68,[1],0.92,2.54
2c000014a1,2026-06-07T00:33:31.877Z,2026-06-05T02:51:09Z,141.3361664,42.9899904,131.6,162.8,0,0,0,0,0,5,2,-99999.9,-99999.9,67,[1],1.37,2.45
2c000014a1,2026-06-07T00:33:31.879Z,2026-06-05T03:21:01Z,141.331392,42.987984,122.7,153.9,0,0,0,0,0,6,2,-99999.9,-99999.9,59,[1],1.47,3.38
2c000014a1,2026-06-07T00:33:31.881Z,2026-06-05T04:11:01Z,141.3349632,42.9881824,83.9,115.1,0.1,0,0,0,0,5,2,-99999.9,-99999.9,59,[1],1.76,2.46
2c000014a1,2026-06-07T00:33:31.919Z,2026-06-05T05:10:15Z,141.334976,42.987568,101.1,132.3,0.5,0,0,0,0,4,2,-99999.9,-99999.9,13,[2],2.55,2.01
2c000014a1,2026-06-07T00:33:31.921Z,2026-06-05T05:20:11Z,141.33536,42.9893024,157.9,189.1,0.6,0,0,0,0,4,2,-99999.9,-99999.9,9,[2],2.62,1.78
2c000014a1,2026-06-07T00:33:31.923Z,2026-06-05T05:30:31Z,141.3344,42.9890752,99.3,130.5,0,0,0,0,0,7,2,-99999.9,-99999.9,30,[2],0.93,1.19
2c000014a1,2026-06-07T00:33:31.925Z,2026-06-05T05:40:04Z,141.3332352,42.9891712,88.2,119.4,0.1,0,0,0,0,7,2,-99999.9,-99999.9,3,[2],1.03,1.46
2c000014a1,2026-06-07T00:33:31.927Z,2026-06-05T05:50:04Z,141.3365376,42.9921152,103.7,134.9,0,0,0,0,0,7,2,-99999.9,-99999.9,3,[2],1.05,1.49
2c000014a1,2026-06-07T00:33:31.929Z,2026-06-05T06:00:04Z,141.3314816,42.9880256,95.7,126.9,10.3,0,0,0,77.6,7,2,-99999.9,-99999.9,3,"[1,2]",1.07,1.62
2c000014a1,2026-06-07T00:33:31.931Z,2026-06-05T06:01:04Z,141.3327616,42.9894144,98.5,129.7,0,0,0,0,0,7,2,-99999.9,-99999.9,3,[4],1.07,1.46
2c000014a1,2026-06-07T00:33:31.933Z,2026-06-05T06:02:04Z,141.3328256,42.9893184,78.9,110.1,0,0,0,0,0,6,2,-99999.9,-99999.9,3,[4],1.46,1.77
2c000014a1,2026-06-07T00:33:31.935Z,2026-06-05T06:03:03.5Z,141.337664,42.9913824,90.4,121.6,13.4,0,0,0,60.2,5,2,-99999.9,-99999.9,2,[4],1.57,2.32
2c000014a1,2026-06-07T00:33:31.937Z,2026-06-05T06:04:04Z,141.3383168,42.9917056,102.8,134,0.2,0,0,0,0,7,2,-99999.9,-99999.9,2,[4],1.07,1.59
2c000014a1,2026-06-07T00:33:31.939Z,2026-06-05T06:05:05Z,141.3384832,42.99192,117.4,148.6,0,0,0,0,0,6,2,-99999.9,-99999.9,4,[4],1.46,1.77
2c000014a1,2026-06-07T00:33:31.941Z,2026-06-05T06:06:04Z,141.3381632,42.9917184,108.2,139.4,0.2,0,0,0,0,7,2,-99999.9,-99999.9,3,[4],1.07,1.44
